relation,topic,count,total,prop,count_global
Has Shown A Steady Increase For The Past Years,55,1,1,1.0,1.0
Has Shown Better Returns Than,0,1,1,1.0,1.0
Has Sign,3,1,1,1.0,2.0
Has Sign During Delirium Or Convulsions,0,1,1,1.0,1.0
Has Sign Or Symptom,0,2,2,1.0,2.0
Has Sign/symptom,0,1,1,1.0,5.0
Has Sign_symptom,108,6,6,1.0,8.0
Has Significant Relation With,28,1,1,1.0,1.0
Has Similar Death-rate To,0,2,2,1.0,2.0
Has Small Amount Of Vaccination Work Done By Vaccinator,17,1,1,1.0,1.0
"Has Small, Tender, Shot-like Gland",28,1,1,1.0,1.0
Has Smaller Proportion Of Cases Of,110,1,1,1.0,1.0
Has Some,3,1,1,1.0,1.0
Has Some Injurious Effect On The Constitution As Well As On The,0,1,1,1.0,1.0
Has Some Malarious Characteristics,0,1,1,1.0,1.0
Has Some Overcrowding,0,1,1,1.0,1.0
Has Sometimes An Unexpected And Capricious Effect On,0,1,1,1.0,1.0
Has Source,0,1,1,1.0,1.0
Has Space Between Two Walls Part Of,39,1,1,1.0,1.0
Has Special Lunatic Asylum,2,3,3,1.0,4.0
Has Special Nursing Provided In,0,1,1,1.0,1.0
Has Specification,0,2,2,1.0,2.0
Has Spread On The Surface,0,1,1,1.0,1.0
Has Staff,8,2,2,1.0,2.0
Has Stage,0,2,2,1.0,2.0
Has Standard,0,1,1,1.0,1.0
Has Standard Of,0,1,1,1.0,1.0
Has Steadily Decreased For The Three Years Under Review,0,1,1,1.0,1.0
Has Stronger Contractions Normally Than,0,1,1,1.0,1.0
Has Structure Of,0,1,1,1.0,1.0
Has Subject Of,0,1,1,1.0,1.0
Has Subsided,20,1,1,1.0,1.0
Has Suggested That The Number Of Testes Is Not Important In The,0,1,1,1.0,1.0
Has Survived For A Period Twice As Long As The Maximum Period,0,1,1,1.0,1.0
Has Tabanus In Such Scanty Numbers That This Part Of The Road,0,1,1,1.0,1.0
Has Taken Keen Interest In,99,1,1,1.0,1.0
Has Tendency To Appear In Families,59,1,1,1.0,1.0
Has Texture,32,1,1,1.0,3.0
Has The Appearance Of A Rather Taunt Net Stretched Across The Surface,16,1,1,1.0,1.0
Has The Effect Of Stupefying,0,1,1,1.0,1.0
Has The Immediate Superintendence Of,0,1,1,1.0,1.0
"Has The Lowest Malarial Fever Rate, Second-lowest Enteric Fever Rate, And Low",0,1,1,1.0,1.0
Has The Morphological Characters Of Cannibal Larvæ,0,1,1,1.0,1.0
"Has The Name Of Falak Sair Falak Taz, Both Meaning Roaming Through",0,1,1,1.0,1.0
Has The Reputation Of Possessing Anthelmintic Properties For,0,1,1,1.0,1.0
"Has The Shape Of A Short, Broad, Pointed And Slightly Recurved Sabre",4,1,1,1.0,1.0
Has The Smallest Number Of Recoveries And Highest Mortality Compared To,1,1,1,1.0,1.0
Has Therefore Referred The Whole Question Of The Cost Of Diet In,0,1,1,1.0,1.0
Has To Be Brought From A Distance,0,1,1,1.0,1.0
Has To Be Vigilant About The Passage Which Would Be Effective In,0,1,1,1.0,1.0
Has Total Count,0,2,2,1.0,2.0
Has Total Number Of Samples,0,2,2,1.0,2.0
Has Trace,32,3,3,1.0,3.0
Has Trap,61,1,1,1.0,1.0
Has Two Nurses For European Wards And One For The Native Female,0,1,1,1.0,1.0
Has Two Patches Of Yellow Dry Fur At The Back,28,1,1,1.0,1.0
Has Uniform Fair Quality At,0,1,1,1.0,1.0
Has Unsuitable Situation Of The Hospital,8,1,1,1.0,1.0
Has Utility And Limitations In Its Application As The Refractive Index Taken,0,1,1,1.0,1.0
Has Value,0,30,83,0.361446,97.0
Has Value In,0,1,1,1.0,1.0
Has Value Of,0,17,17,1.0,20.0
Has Very Little Intoxicating Power,0,1,1,1.0,1.0
Has Well Defined,53,1,1,1.0,1.0
Has Worked Uncommonly Well Considering How Short A Time He Has Been,0,1,1,1.0,1.0
Has Worked Very Hard Throughout The Year And Has Been Of Very,26,1,1,1.0,1.0
Has_coreference,0,1,1,1.0,1.0
Has_description,0,1,1,1.0,1.0
Has_quality,47,5,5,1.0,6.0
Has_sign_symptom,0,13,24,0.541667,38.0
Has_subject,0,2,2,1.0,2.0
Has_value,0,3,3,1.0,4.0
Hasclidch,1,1,1,1.0,1.0
Hastened The Onset Of,45,1,1,1.0,1.0
Hatch Into,24,1,1,1.0,1.0
Hatch Only On Being Ingested By Host With Feed Or Water,24,1,1,1.0,1.0
Hatch Out,5,1,1,1.0,1.0
Hatch Out By The Middle Or End Of July,24,1,1,1.0,1.0
Hatched Out,53,1,1,1.0,1.0
Have,0,49,84,0.583333,176.0
Have A Broad Pale Area In The Middle Third Of Their Length,6,1,1,1.0,1.0
Have A Certain Hindering Effect On The Action Of,15,1,1,1.0,1.0
Have A Common Second Intermediate Host,0,1,1,1.0,1.0
Have A Diameter Of Mm,4,1,1,1.0,1.0
Have A Diet Allowance,0,1,1,1.0,1.0
Have A Different Type Of Coat In Different Regions,16,1,1,1.0,1.0
Have A Distinct Pink-staining Periplast,0,1,1,1.0,1.0
Have A Drop In Mean Yield,0,1,1,1.0,1.0
Have A Much Higher General Education When They Are Taken Into,0,1,1,1.0,1.0
Have A Natural Slope,0,1,1,1.0,1.0
Have A Never-failing Supply At Their Doors,14,1,1,1.0,1.0
Have A Particularly Strong Flight,0,1,1,1.0,1.0
"Have A Peculiar And Most Suggestive Geographical Distribution, Not To Be Accounted",62,1,1,1.0,
Have A Peculiarly Irritating Effect On Vaccine Soles,0,1,1,1.0,1.0
Have A Sort Of General Levelling Tendency On The Organisms,0,1,1,1.0,1.0
Have A Tortuous Though Well Developed Connecting Piece,0,1,1,1.0,1.0
Have A Very Peculiar Character,0,1,1,1.0,1.0
Have About,82,1,1,1.0,1.0
Have Accepted Unfavourable Contracts,29,1,1,1.0,1.0
Have Access To,0,1,1,1.0,1.0
Have Admission-rates And Death-rates,0,1,1,1.0,1.0
Have Admissions And Deaths From Various Diseases,0,1,1,1.0,1.0
Have Almost Given Up Their Old Calling And Betaken Themselves To Vaccination,0,1,1,1.0,1.0
Have Almost Similar Characteristics To,0,2,2,1.0,2.0
Have Also,106,1,1,1.0,1.0
Have Also Appeared,0,1,1,1.0,1.0
Have Also Referred To,0,1,1,1.0,1.0
Have Always Been Fed Far Better Than They Had Been Accustomed To,0,1,1,1.0,1.0
Have Always Been Remarkably Unhealthy In The Cantonment,0,1,1,1.0,1.0
Have Always Been Tested For Roughness,0,1,1,1.0,1.0
Have An Insuperable Objection To Permit The Virus To Be Conveyed From,0,1,1,1.0,1.0
Have An Objection To Their Children Being Vaccinated From The Arms Of,38,1,1,1.0,1.0
Have An Opposite Effect,17,1,1,1.0,1.0
Have Antenatal Clinics Attached To It,0,1,1,1.0,1.0
Have Appeared On Both Membranæ Nictitantes,0,1,1,1.0,1.0
Have Areas Of Monocytic Infiltration,0,1,1,1.0,1.0
Have At Least Part Of The Body Projecting Out Of,0,1,1,1.0,1.0
Have Average Height,0,1,1,1.0,1.0
Have Average Height Behind The Hump,0,1,1,1.0,1.0
Have Average Height Behind The Hump Of,0,2,2,1.0,2.0
Have Become More Popular And Have Been Made Compulsory As A Routine,0,1,1,1.0,1.0
Have Beds Of,30,1,1,1.0,1.0
Have Been,8,1,2,0.5,4.0
Have Been A Great Help Through The Year In Combating Outbreaks Of,51,1,1,1.0,1.0
Have Been A Little More Profitable Than Formerly,0,1,1,1.0,1.0
Have Been Abundant,0,1,1,1.0,1.0
Have Been Added And Many Replaced In The Museum,0,1,2,0.5,2.0
Have Been Added To The Museum,21,1,1,1.0,1.0
Have Been Allotted,0,1,1,1.0,1.0
Have Been Almost Nominal,0,1,1,1.0,1.0
Have Been Almost Scarce In This Sadar,0,1,1,1.0,1.0
Have Been Annually Measured,50,1,1,1.0,1.0
Have Been Appointed,0,2,2,1.0,2.0
Have Been Approached To Enhance The Pay Of,0,1,1,1.0,1.0
Have Been Associated With,0,1,1,1.0,1.0
Have Been Bought And Added To The Museum,0,1,1,1.0,1.0
Have Been Brought To Notice,42,1,1,1.0,1.0
Have Been Coloured Irregularly Symmetrical,4,1,1,1.0,1.0
"Have Been Considered, Perhaps As A Result Of The Work Of Hintze",0,1,1,1.0,1.0
Have Been Dear,13,1,1,1.0,1.0
Have Been Deepened,0,1,1,1.0,1.0
Have Been Demonstrated,3,1,1,1.0,1.0
Have Been Disinfected On Shore,39,1,1,1.0,1.0
Have Been Drawn From,0,14,14,1.0,14.0
Have Been Due To,0,1,1,1.0,1.0
Have Been Employed At The Howrah Hospital,0,1,1,1.0,1.0
Have Been Entered As Hindus,152,1,1,1.0,1.0
Have Been Extensively Used At This Institution,0,1,1,1.0,1.0
Have Been Fined For Indolence And Irregularities In Their Work,34,1,1,1.0,1.0
Have Been Fixed At The Lowest Possible Rate,0,1,1,1.0,1.0
Have Been For Generations,7,1,1,1.0,1.0
Have Been Found Invading,3,1,1,1.0,2.0
Have Been Found Useful,0,3,3,1.0,4.0
Have Been From The Above Cause,13,1,1,1.0,1.0
Have Been Good And Abundant,0,1,1,1.0,1.0
Have Been Great Defaulters,1,1,1,1.0,1.0
"Have Been Grouped Together Who, Not Having Been Converted To Christianity Or",0,1,1,1.0,1.0
Have Been In Progress For The Regular Supply Of Trained Assistants To,0,1,1,1.0,1.0
Have Been Included,6,2,2,1.0,2.0
Have Been Inoculated Before Leaving Nepal,0,1,1,1.0,1.0
Have Been Introduced More Or Less As Extension Lectures,0,3,3,1.0,3.0
Have Been Isolated From The Lesions,0,1,1,1.0,1.0
Have Been Kept Running Throughout The Year By Constant Attention And Repair,0,1,1,1.0,1.0
Have Been Largely Used In The Treatment Of Maniacal Phrenzy,0,1,1,1.0,1.0
Have Been Made,16,2,3,0.666667,4.0
Have Been Made Chiefly Amongst,0,1,1,1.0,1.0
Have Been Made Pucka Of Brick And Mortar,0,1,1,1.0,1.0
Have Been Many Cases Of Malarious Fever And Malarious Ophthalmia,0,1,1,1.0,1.0
Have Been More Generally Distributed,0,1,1,1.0,1.0
Have Been More Liberally Supplied,0,2,2,1.0,2.0
Have Been More Numerous Here Than Were Observed At Any Other Dispensary,0,1,1,1.0,1.0
"Have Been Observed At Gudalur, From",13,1,1,1.0,1.0
Have Been Observed At Negapatam In,13,1,1,1.0,1.0
Have Been Observed In Two Cases Only In This Hospital. They Covered,0,1,1,1.0,1.0
Have Been Obtained For,0,1,1,1.0,1.0
Have Been Obtained From Hissar Cows,0,1,1,1.0,1.0
Have Been Plentiful And Good,13,1,1,1.0,1.0
Have Been Properly Attended To With The Exception Of Aberdeen,0,1,1,1.0,1.0
Have Been Received Into,0,1,1,1.0,1.0
Have Been Returned In The Column For Burmese,30,1,1,1.0,1.0
Have Been Segregated In,0,1,1,1.0,1.0
Have Been Sent Out By The Secretary Of State And Are Temporarily,0,1,1,1.0,1.0
Have Been Successfully Treated,20,1,1,1.0,1.0
"Have Been Sunk And Built Up In A Substantial Manner, Yielding A",0,1,1,1.0,1.0
Have Been Sunk At Aberdeen,0,1,1,1.0,1.0
Have Been Supplied With Rations By The Commissariat On The Following Scale,0,1,1,1.0,1.0
Have Been Tried,20,2,2,1.0,2.0
"Have Been Unsuccessful, Both Bull And Produce Having Died",0,1,1,1.0,1.0
Have Been Very Small,25,1,1,1.0,1.0
Have Been Very Successful,64,1,1,1.0,1.0
Have Been Very Various,0,1,1,1.0,1.0
"Have Been, Or Are Suspected To Have Been, In Contact With",0,1,1,1.0,1.0
Have Bled At Times,3,1,1,1.0,1.0
Have By Far The Lightest Death-rate,116,1,1,1.0,1.0
Have Caused Anxiety,0,1,1,1.0,1.0
Have Coarse Cuticularised Lamellae,0,2,2,1.0,2.0
Have Collapsed,0,1,1,1.0,1.0
Have Considerably Fallen In Number,6,1,1,1.0,1.0
Have Continued To Avail The Services Of,0,1,1,1.0,1.0
Have Declared Their Cases And Moved The Sick And A Large Proportion,54,1,1,1.0,1.0
Have Declined To The Normal Level,0,1,1,1.0,1.0
Have Decreased By And Other Breeds By,0,1,1,1.0,1.0
Have Defects,0,2,2,1.0,2.0
Have Definite Metabolic Processes,0,1,1,1.0,1.0
Have Detached Cook-room Immediately In The Rear,0,1,1,1.0,1.0
Have Deteriorated Very Markedly As Compared With The Fresh Salt,114,1,1,1.0,1.0
Have Devoted Much Of Their Time To,0,1,1,1.0,1.0
Have Dilated Vessel Full Of Blood,3,1,1,1.0,1.0
Have Distinguishing Affixes Of Chutree,26,1,1,1.0,1.0
Have Done Well Throughout,0,1,1,1.0,1.0
Have Each Their Own Sphere,0,1,1,1.0,1.0
Have Elapsed Since The Last Case Has Appeared,0,1,1,1.0,1.0
Have Engaged The Services Of A Qualified Disease Investigating Officer Who Will,0,1,1,1.0,1.0
Have Enjoyed,2,1,1,1.0,1.0
Have Every Reason To Consider That Their Efforts During The Year Were,90,1,1,1.0,1.0
Have Exercised A Careful Scrutiny Over,8,1,1,1.0,1.0
Have Fallen During The Year,13,1,1,1.0,1.0
Have Fallen Within The Last Few Weeks,13,1,1,1.0,1.0
Have Fatality Rate Of,152,2,2,1.0,2.0
Have Fine Granular Pigmentation,3,1,1,1.0,2.0
Have For A Long Time Been The Subject Of A Study In,0,1,1,1.0,1.0
Have For Their Immediate Ancestors,61,1,1,1.0,1.0
Have For Their Immediate Ancestors Similar Parasites Which Inhabited The Intestinal Tract,61,1,1,1.0,
Have Fully Developed,0,1,1,1.0,1.0
Have Generally Been Attributed To,0,1,1,1.0,1.0
Have Generally Been Noticed About A Fortnight Or Three Weeks Before Such,19,1,1,1.0,1.0
Have Given Better Results Than,0,1,1,1.0,1.0
Have Given Counts Midway Between Those Of,0,2,2,1.0,2.0
Have Given The Best Results Being,0,1,1,1.0,1.0
Have Given Up The Habit Under Compulsion,0,1,1,1.0,1.0
Have Gone Into Private Practice,0,1,1,1.0,1.0
Have Gone Up A Hundred Times As Many,14,1,1,1.0,1.0
Have Great Faith In This Treatment,148,1,1,1.0,1.0
Have Greater Chances Of Following The Paternal Habit,0,1,1,1.0,1.0
Have Grown And Multiplied,0,1,1,1.0,1.0
Have Habitat In,0,1,1,1.0,1.0
Have Had Ample Opportunities Of Learning The Practical Portion Of Their Profession,0,1,1,1.0,
Have Had Insufficient To Eat,6,1,1,1.0,1.0
Have Higher Percentage Of Thick White Than,24,1,1,1.0,1.0
Have History Of,35,1,1,1.0,1.0
Have Hitherto Been Educated In,0,1,1,1.0,1.0
Have Huts Constructed According To Regulations,0,1,1,1.0,1.0
Have Ill-defined Nuclei Which Contain Many Granules,0,1,1,1.0,1.0
Have Increased Due To Longer Residence In A Malarious Climate,0,1,1,1.0,1.0
Have Inherited Predisposition,59,1,1,1.0,1.0
Have Irregular Edges With Branching Processes,0,1,1,1.0,1.0
Have Little Or No Sense Of Caste Differences,43,1,1,1.0,1.0
Have Lower Incidence Of Strangles Than,0,1,1,1.0,1.0
Have Lower Mortality,2,1,1,1.0,1.0
Have Lower Percentage Of Deaths To Attacks Between Ages And Years Compared,0,1,1,1.0,1.0
"Have Luggage And Families With Them, Their Pass A Is Cancelled",42,1,1,1.0,1.0
Have Made Terrific Havoc Among The Civil Population,0,1,1,1.0,1.0
Have Made Their Appearance,0,1,1,1.0,1.0
Have Markings Of,6,1,1,1.0,1.0
Have Masses Of Small Cells With Processes Somewhat Like,22,1,1,1.0,1.0
Have More,16,1,1,1.0,1.0
Have More Bone And Substance Than Those Of Any Other Class,0,1,1,1.0,1.0
Have More Infected Adults Than Any Other Group,0,1,1,1.0,1.0
Have No Action Either In Inhibiting Or Preventing,24,1,1,1.0,1.0
Have Not Been So Active As They Might Have Been,0,1,1,1.0,1.0
Have Not Contracted,59,1,1,1.0,1.0
Have Not Increased In This Month,0,1,1,1.0,1.0
Have Not Occurred In Hospital,0,1,1,1.0,1.0
Have Not Only Widened My Knowledge And Experience In My Speciality But,0,1,1,1.0,1.0
Have Noted A Deleterious Effect Upon The Calcification Of Bones And Teeth,0,2,2,1.0,2.0
Have Occurred To Some Extent,0,3,3,1.0,3.0
Have Occurrence Of,5,1,1,1.0,1.0
Have Only Very Limited Life-saving Effects,0,1,1,1.0,1.0
Have Oozing Discharge From,0,1,1,1.0,1.0
Have Pain In,6,1,1,1.0,1.0
Have Poor Correlation With,0,1,1,1.0,1.0
Have Private Latrine Cleaned Twice Daily By A Staff Of Sweepers Kept,0,1,1,1.0,1.0
Have Produced Good Progeny Which Are Liked By The People,0,1,1,1.0,1.0
Have Quarters,0,1,1,1.0,1.0
Have Reached Their Best,34,2,2,1.0,2.0
Have Readily Taken The Infection,5,1,1,1.0,1.0
Have Received Very Little Primary Education,2,1,1,1.0,1.0
Have Recorded Attacks Of Black-water Fever,17,1,1,1.0,1.0
Have Recourse To,0,1,1,1.0,1.0
Have Recourse To This Practice,0,1,1,1.0,1.0
Have Religious Prejudices Against,0,1,1,1.0,1.0
Have Remained Uniform,25,1,1,1.0,1.0
Have Retained Their Full Activity And Give Results Equal To Those Of,114,1,1,1.0,1.0
Have Sanctioned A Library Allowance Of Rs,21,1,1,1.0,1.0
Have Sanctioned The Acquisition Of,0,1,1,1.0,1.0
Have Satisfactorily Decreased,0,1,1,1.0,1.0
Have Seats For,7,1,1,1.0,2.0
"Have Shorter, Stouter, More Terminal Styles",0,1,1,1.0,1.0
Have Shown,0,1,1,1.0,1.0
Have Shown Promise,9,1,1,1.0,1.0
Have Sign_symptom,0,1,1,1.0,1.0
Have Something To Be Spoken For,13,1,1,1.0,1.0
Have Squatting Habits,7,1,1,1.0,1.0
Have Suffered A Good Deal At The Hands Of,43,1,1,1.0,1.0
Have Suffered Most Severely,54,1,1,1.0,1.0
Have Superior Anti-oxidative Properties To,31,1,1,1.0,1.0
Have Surface Structure,16,1,1,1.0,1.0
Have Taken A Great Liking To,26,1,1,1.0,1.0
Have Taken To,0,1,1,1.0,1.0
Have Tendency To,39,1,1,1.0,1.0
Have The Effect Of Lowering,0,1,1,1.0,1.0
Have The Effect Of Stimulating Some People Without Injuring Them When Taken,0,1,1,1.0,1.0
Have The Powers Of,0,1,1,1.0,1.0
"Have The Reverse Effect, And Impotence Is Frequently Caused By Excessive Use",0,1,1,1.0,1.0
Have Their Primary Vaccination Postponed Until And Years Of Age And Often,0,1,1,1.0,1.0
Have Their Respective Head Quarters At,0,1,1,1.0,1.0
Have This Singularly Effectual Disguise,0,2,2,1.0,2.0
Have To Be Done In The Main Building Itself In A Room,90,2,2,1.0,2.0
Have To Be Rejected For Want Of Accommodation,2,1,1,1.0,1.0
Have To Play Their Part,0,2,2,1.0,2.0
Have To Undergo All Those Measures,0,1,1,1.0,1.0
Have Troops And Probably Heavy Consumption In The Cities,12,2,2,1.0,2.0
Have Unfavourable Influence On,0,1,1,1.0,1.0
Have Unpaved Floors,0,1,1,1.0,1.0
Have Very Little Power In Giving Rise To Local Occurrence Of The,0,1,1,1.0,1.0
Have_worked_among_the_female_patients_with_a_devotion_and_self-denial_which_mere_thanks_are_inadequate_to_repay,0,1,1,1.0,
Having A Dumb-bell Appearance,0,1,1,1.0,1.0
Having A Second Attack,0,1,1,1.0,1.0
Having A Testis And An Ovary On Different Sides,0,1,1,1.0,1.0
Having A Very Good Effect,0,1,1,1.0,1.0
Having Almost Lost Their Assimilative Powers,0,1,1,1.0,1.0
Having Been Appointed For The Purpose,20,1,1,1.0,1.0
Having Been Appointed To,0,1,1,1.0,1.0
Having Been Detailed For The Imperial Assemblage At Delhi,39,1,1,1.0,1.0
Having Been Fitted Thereto,0,1,1,1.0,1.0
Having Been Washed With Weak Solution Of Perchl. Of Mercury,22,1,1,1.0,1.0
Having Bluntly Rounded,0,1,1,1.0,1.0
Having Gone Out Of Order,0,1,1,1.0,1.0
Having History Of,0,1,1,1.0,1.0
Having On Board Any Such Prohibited Goods Shall Be Deemed In Quarantine,73,1,1,1.0,1.0
Having On The Surface,3,1,1,1.0,1.0
Having Recorded Their Opinion On I. A. F. Y-,0,1,1,1.0,
Having The Peculiar Pea-soup Character,0,1,1,1.0,1.0
Hay S Operation,0,43,98,0.438776,274.0
He,39,1,1,1.0,1.0
"He Had Been More Than Seven Years In The Asylum, And For",93,39,74,0.527027,278.0
"He Must, To A Certain Extent, Be An Educated Man, Possessed Of",2,1,1,1.0,1.0
He Travelled Miles By Rail And Miles By Road,0,39,100,0.39,140.0
Head Of,0,29,53,0.54717,103.0
Head The Former List,0,1,1,1.0,1.0
Head The Latter List,0,1,1,1.0,1.0
Head The List,0,2,2,1.0,4.0
Head The List With,0,1,1,1.0,1.0
Head The List With A Percentage Of,0,1,1,1.0,1.0
Head Works After Filtration,0,1,1,1.0,1.0
Head-quarters Of The Regiment Remained At,0,1,1,1.0,1.0
Head-quarters Were At Jacobabad,18,1,1,1.0,1.0
Headquarters Changed To,0,3,3,1.0,3.0
Headquarters Shifted To,0,3,3,1.0,3.0
Heads The List,0,1,1,1.0,3.0
Heads The List As The Type Most Frequently Present In Those Admitted,1,1,1,1.0,1.0
Heads The List For Purity And Bacteriologically Is Extremely Good,0,1,1,1.0,1.0
Heads The List On This Occasion As Regards Purity,0,1,1,1.0,1.0
Heads The List With,0,3,3,1.0,6.0
Heads The List With A Total Of Or More Than Per Cent,1,1,1,1.0,1.0
Heads The Lists With,41,1,1,1.0,1.0
Heal,31,2,2,1.0,2.0
Healed Completely In,53,1,1,1.0,1.0
Healed In The Ordinary Way,6,1,1,1.0,1.0
Healed Up,0,2,5,0.4,6.0
Healed With,9,1,3,0.333333,3.0
Healing,47,4,7,0.571429,10.0
Heals,0,1,1,1.0,1.0
Health Better Than Previous Year,0,1,1,1.0,1.0
"Health Of The Heard Was, On The Whole, Good This Year",25,1,1,1.0,1.0
Healthy Areas Continues Simultaneously To Progress,0,1,1,1.0,1.0
"Heaps Are Opened, And The Bundles Re-piled Next Day",14,1,1,1.0,1.0
Heat Of Feet Nearly Restored,6,1,1,1.0,1.0
Heated So As To Coagulate The Coagulable Proteids Destroys,15,1,1,1.0,1.0
Heated To F For Seconds And After Cooling Its Ascorbic Acid Content,0,1,1,1.0,1.0
Heath S Operative And Minor Surgery,0,1,1,1.0,1.0
Heating Does Not Destroy The Hæmolysing Power Of,15,1,1,1.0,1.0
Heavier Rate Amongst,0,1,1,1.0,1.0
Heavier Than,108,1,1,1.0,3.0
Heavily Handicap,0,1,1,1.0,1.0
Heavily Infested,0,1,1,1.0,1.0
Heavily Infested With,5,2,2,1.0,2.0
Heavily Parasitized With The Common Helminth Parasites Of The Alimentary Canal,0,1,1,1.0,1.0
Heavily Sprayed By Means Of An Electrically Operated Paint Spray Gun With,0,1,1,1.0,1.0
"Heaviness, Laziness, And Agreeable Reveries Ensue",0,1,1,1.0,1.0
Heavy Death-roll Was Recorded In The Districts Of,7,4,4,1.0,4.0
Heavy Enough,14,1,1,1.0,1.0
Heavy Mortalities Were Recorded In,0,169,213,0.793427,413.0
Height,55,1,1,1.0,6.0
Height Description,6,2,2,1.0,2.0
Height Of The Side Walls Eight Feet,0,1,1,1.0,1.0
Heightens Religious Tendencies When They Already Exist,0,1,1,1.0,1.0
Held A Roving Commission And Made Special Enquiries Into The Work Of,0,1,1,1.0,1.0
Held At,0,78,107,0.728972,218.0
Held At An Angle Of From To Degrees From The Surface Of,91,1,1,1.0,1.0
Held At Conclusion Of Each Course,0,1,1,1.0,1.0
Held At The End Of The Course,2,1,1,1.0,1.0
Held Before,34,3,3,1.0,6.0
Held By The Principal,0,1,2,0.5,2.0
Held Charge As Manager During The Year Under Report,0,1,1,1.0,1.0
Held Charge During The Year,0,1,1,1.0,1.0
Held Charge During The Year Except The Period During Which He Was,0,1,1,1.0,1.0
Held Charge During The Year Excepting The Period From 1st May To,0,1,1,1.0,
Held Charge Except From January 9th To March 8th When,0,1,1,1.0,1.0
Held Charge For The Whole Of The Triennium,0,1,1,1.0,1.0
Held Charge From Nd February To The End Of The Year,51,1,1,1.0,1.0
Held Charge Of His Appointment As Principal Of,2,1,1,1.0,1.0
Held Charge Of The Central Range Throughout The Year Except For A,0,1,1,1.0,1.0
Held Charge Of The Civil Station,6,1,1,1.0,2.0
Held Charge Of The Department During The Absence On Leave Of,0,1,1,1.0,1.0
Held Charge Of The Department From The Th May To The Th,0,1,1,1.0,1.0
Held Charge Of The Hospital Throughout The Year,0,1,1,1.0,1.0
"Held Charge Of The I Circle, Vizagapatam",0,1,1,1.0,1.0
Held Charge Of The Nagpur Asylum For,2,2,2,1.0,2.0
Held Charge Of The Office By,0,1,1,1.0,1.0
Held Charge Of The Office Of,0,6,6,1.0,6.0
Held Charge Of The Office Of Principal Throughout The Year,0,1,1,1.0,1.0
Held Charge Of The Office Of The Principal,0,4,4,1.0,4.0
"Held Charge Of The, Provincial Mental Hospital At Tezpur From The Forenoon",26,2,2,1.0,2.0
Held Charge Throughout The Year,0,7,9,0.777778,12.0
Held Charge Throughout The Year And Has Now Proceeded On Leave Preparatory,0,1,1,1.0,1.0
Held Charge Throughout The Year Except For Two Months When He Was,0,1,1,1.0,1.0
Held Charge Till 6th February When He Proceeded On Months Privilege Leave,0,1,1,1.0,1.0
Held Charge With The Exception Of A Fortnight When He Was On,0,1,1,1.0,1.0
Held Conference Of,0,1,1,1.0,1.0
Held Demonstration,0,1,1,1.0,1.0
Held Every Fortnight During The Year,14,1,1,1.0,2.0
Held Examinations On Anatomy,0,1,1,1.0,1.0
Held Examinations On Surgery,0,1,1,1.0,1.0
Held In Connexion With,0,1,1,1.0,1.0
Held In Disrepute,0,2,2,1.0,2.0
Held In Disrepute By The Public,0,1,1,1.0,1.0
Held In Favour,0,1,1,1.0,1.0
Held In High Esteem,2,1,1,1.0,1.0
Held In Non-selected Districts During The Year,0,1,1,1.0,1.0
Held Medical Charge Of The Battery From 1st January To 4th October,126,1,1,1.0,
Held Next Year At Sonepur,0,1,1,1.0,1.0
Held Office Of,1,1,1,1.0,2.0
Held Oharge Till,0,1,1,1.0,1.0
Held Periodical Examinations At The Station Hospital For Part Of The Year,8,1,1,1.0,1.0
Held Periodically At Some Shvine,0,1,1,1.0,1.0
Held Responsible For All Articles Of Bedding And Clothing In Use With,0,1,1,1.0,1.0
Held Stipends From Various Sources,2,10,10,1.0,10.0
Held That During The Latter Period,0,1,1,1.0,1.0
Held The Appointment Of,0,2,2,1.0,3.0
Held The Office Of,51,1,1,1.0,2.0
Held The Post Of,0,8,9,0.888889,16.0
Held The Post Of Lecturer In Parasitology,0,1,1,1.0,1.0
Held The Posts Of,0,1,1,1.0,1.0
Held Two Posts,7,1,1,1.0,1.0
Help In Breaking The Emulsion,0,1,1,1.0,1.0
Help To Swell The Mischief,0,1,1,1.0,1.0
Helped In An Hour Of Great Need And In A Work Of,0,1,1,1.0,1.0
Helped In The Arrangements Made By,123,1,1,1.0,1.0
Helped In The Disposal Of Office Routine,0,1,1,1.0,1.0
Helped To Pass Away Time In-doors,0,1,1,1.0,1.0
Helping To Free From Parasites,0,1,1,1.0,1.0
Helps Concentration Of The Mind For Jog (meditation,0,1,1,1.0,1.0
Helps Digestion And Acts As Laxative In Health,0,1,1,1.0,1.0
Helps In Bone Calcification ; Rickets Denote A Deficiency Of This Vitamin,130,1,1,1.0,1.0
Helps Patients In Tiding Over A Critical Period Of Illness,101,1,1,1.0,1.0
Helps Protect Animals Against Fluorine Intoxication,79,2,2,1.0,2.0
Helps To Overcome These Difficulties,0,1,1,1.0,1.0
Helps To Oxidize,0,1,1,1.0,1.0
Hemmed In By The Hills On Three Sides,0,1,1,1.0,1.0
Hemp To,0,1,1,1.0,1.0
Here And There,3,1,1,1.0,1.0
Heredity,9,16,64,0.25,83.0
Hesitated Before Finally Deciding To Enforce A Medical Inspection Of Arrivals By,0,1,1,1.0,1.0
Heterocœca In The,48,1,1,1.0,1.0
Heterologous Ocular Transplantation As A Practical Test For,56,116,192,0.604167,392.0
