relation,topic,count,total,prop
Have A Somewhat Similar Distribution,0,1,1,1.0
Have A Sort Of General Levelling Tendency On The Organisms,0,1,1,1.0
Have A Tendency To Vitiate The Comparison,66,1,1,1.0
Have A Tortuous Though Well Developed Connecting Piece,0,1,1,1.0
Have Access To,0,1,1,1.0
Have Admission-rates And Death-rates,0,1,1,1.0
Have Admissions And Deaths From Various Diseases,3,1,1,1.0
Have Almost Similar Characteristics To,0,2,2,1.0
Have Also,150,1,1,1.0
Have Also Appeared,0,1,1,1.0
Have Also Referred To,0,1,1,1.0
Have Always Been Fed Far Better Than They Had Been Accustomed To,0,1,1,1.0
Have Always Been Remarkably Unhealthy In The Cantonment,0,1,1,1.0
Have Always Been Tested For Roughness,0,1,1,1.0
Have An Insuperable Objection To Permit The Virus To Be Conveyed From,0,1,1,1.0
Have An Insuperable Objection To Submit Very Young Children,0,1,1,1.0
Have An Objection To Their Children Being Vaccinated From The Arms Of,61,1,1,1.0
Have An Opposite Effect,32,1,1,1.0
Have Antenatal Clinics Attached To It,144,1,1,1.0
Have Appeared On Both Membranæ Nictitantes,16,1,1,1.0
Have Approximately The Same Nutritive Value When Fed At Similar Protein Levels,0,1,1,1.0
Have At Least Part Of The Body Projecting Out Of,0,1,1,1.0
Have Average Height,0,1,1,1.0
Have Average Height Behind The Hump,0,1,1,1.0
Have Average Height Behind The Hump Of,0,2,2,1.0
Have Average Superficial Area Per Head Of,33,2,2,1.0
Have Bathing Places In The Verandahs,5,1,1,1.0
Have Become,67,1,1,1.0
Have Become Impaired Through Sickness Or Other Cause,0,1,1,1.0
Have Become More Popular And Have Been Made Compulsory As A Routine,0,1,1,1.0
Have Beds Of,44,1,1,1.0
Have Been,12,1,2,0.5
Have Been,51,1,2,0.5
Have Been A Great Help Through The Year In Combating Outbreaks Of,78,1,1,1.0
Have Been A Little More Profitable Than Formerly,4,1,1,1.0
Have Been Abundant,0,1,1,1.0
Have Been Added And Many Replaced In The Museum,115,1,1,1.0
Have Been Added To The Museum,36,1,1,1.0
Have Been Allotted,0,1,1,1.0
Have Been Almost Nominal,48,1,1,1.0
Have Been Almost Scarce In This Sadar,0,1,1,1.0
Have Been Appointed,0,2,2,1.0
Have Been Approached To Enhance The Pay Of,0,1,1,1.0
Have Been Associated With,0,1,1,1.0
Have Been Bought And Added To The Museum,0,1,1,1.0
Have Been Brought To Notice,63,1,1,1.0
Have Been Coloured Irregularly Symmetrical,26,1,1,1.0
Have Been Dear,19,1,1,1.0
Have Been Deepened,0,1,1,1.0
Have Been Disinfected On Shore,46,1,1,1.0
Have Been Drawn From,3,14,14,1.0
Have Been Due To,0,1,1,1.0
Have Been Employed At The Howrah Hospital,144,1,1,1.0
Have Been Entered As Hindus,53,1,1,1.0
Have Been Executed At A Small Cost,51,1,1,1.0
Have Been Extensively Used At This Institution,0,1,1,1.0
Have Been Fined For Indolence And Irregularities In Their Work,65,1,1,1.0
Have Been Fixed At The Lowest Possible Rate,0,1,1,1.0
Have Been For Generations,11,1,1,1.0
Have Been Found Invading,31,1,1,1.0
Have Been Found Useful,0,3,3,1.0
Have Been From The Above Cause,19,1,1,1.0
Have Been Good And Abundant,0,1,1,1.0
Have Been Great Defaulters,29,1,1,1.0
"Have Been Grouped Together Who, Not Having Been Converted To Christianity Or",0,1,1,1.0
Have Been In Progress For The Regular Supply Of Trained Assistants To,0,1,1,1.0
Have Been Included,10,2,2,1.0
Have Been Inoculated Before Leaving Nepal,0,1,1,1.0
Have Been Introduced More Or Less As Extension Lectures,0,3,3,1.0
Have Been Isolated From The Lesions,0,1,1,1.0
Have Been Kept Running Throughout The Year By Constant Attention And Repair,0,1,1,1.0
Have Been Largely Used In The Treatment Of Maniacal Phrenzy,0,1,1,1.0
Have Been Led By Philanthropic Motives,66,1,1,1.0
Have Been Made,0,2,3,0.666667
Have Been Made,13,1,3,0.333333
Have Been Made Chiefly Amongst,33,1,1,1.0
Have Been Made Pucka Of Brick And Mortar,5,1,1,1.0
Have Been Many Cases Of Malarious Fever And Malarious Ophthalmia,0,1,1,1.0
Have Been More Generally Distributed,0,1,1,1.0
Have Been More Liberally Supplied,0,2,2,1.0
Have Been More Numerous Here Than Were Observed At Any Other Dispensary,4,1,1,1.0
Have Been More Numerous On Account Principally Of Dengue,4,1,1,1.0
Have Been Much More Strictly Attended To,5,1,1,1.0
Have Been Now Reduced To Less Than Per Over The Whole Year,0,1,1,1.0
"Have Been Observed At Gudalur, From",19,1,1,1.0
Have Been Observed At Negapatam In,19,1,1,1.0
Have Been Observed In Two Cases Only In This Hospital. They Covered,1,1,1,1.0
Have Been Obtained For,0,1,1,1.0
Have Been Obtained From Hissar Cows,0,1,1,1.0
Have Been Plentiful And Good,19,1,1,1.0
Have Been Precipitated With More Immune Bodies Than,0,1,1,1.0
Have Been Properly Attended To With The Exception Of Aberdeen,0,1,1,1.0
Have Been Provided With Weather-boards Instead Of Shutters,5,1,1,1.0
Have Been Received Into,1,1,1,1.0
Have Been Recognised Since,0,1,1,1.0
Have Been Reported,0,1,1,1.0
Have Been Returned In The Column For Burmese,44,1,1,1.0
Have Been Segregated In,1,1,1,1.0
Have Been Sent Out By The Secretary Of State And Are Temporarily,1,1,1,1.0
Have Been Successfully Treated,71,1,1,1.0
"Have Been Sunk And Built Up In A Substantial Manner, Yielding A",96,1,1,1.0
Have Been Sunk At Aberdeen,0,1,1,1.0
Have Been Supplied With Rations By The Commissariat On The Following Scale,5,1,1,1.0
"Have Been Unsuccessful, Both Bull And Produce Having Died",0,1,1,1.0
Have Been Very Small,40,1,1,1.0
Have Been Very Successful,87,1,1,1.0
Have Been Very Various,0,1,1,1.0
"Have Been, Or Are Suspected To Have Been, In Contact With",1,1,1,1.0
Have Better Bone Than Any I Have Seen Before In India,0,1,1,1.0
Have Bigger Percentage Of,0,1,1,1.0
Have Bled At Times,54,1,1,1.0
Have Borne In Mind,37,1,1,1.0
Have Caused Anxiety,0,1,1,1.0
Have Coarse Cuticularised Lamellae,0,2,2,1.0
Have Considerably Fallen In Number,10,1,1,1.0
Have Continued To Avail The Services Of,0,1,1,1.0
Have Copper Content Ranging From,0,1,1,1.0
Have Cubic Space Per Head Of,33,1,1,1.0
Have Declined To The Normal Level,5,1,1,1.0
Have Defects,5,2,2,1.0
Have Definite Metabolic Processes,0,1,1,1.0
Have Devoted Much Of Their Time To,0,1,1,1.0
Have Differences In Lambing Averages,0,1,1,1.0
Have Dilated Vessel Full Of Blood,31,1,1,1.0
Have Done Well Throughout,3,1,1,1.0
Have Each Their Own Sphere,0,1,1,1.0
Have Elapsed Since The Last Case Has Appeared,0,1,1,1.0
Have Engaged The Services Of A Qualified Disease Investigating Officer Who Will,0,1,1,1.0
Have Enjoyed,9,1,1,1.0
Have Enthusiastically Entered Into The Spirit Of Making This New Institution A,3,1,1,1.0
Have Every Reason To Consider That Their Efforts During The Year Were,124,1,1,1.0
Have Exercised A Careful Scrutiny Over,12,1,1,1.0
Have Fallen During The Year,19,1,1,1.0
Have Fallen Within The Last Few Weeks,19,1,1,1.0
Have Fatality Rate Of,53,2,2,1.0
Have Figures,4,1,1,1.0
Have Fine Granular Pigmentation,31,1,1,1.0
Have For A Long Time Been The Subject Of A Study In,0,1,1,1.0
Have For Their Immediate Ancestors,91,1,1,1.0
Have For Their Immediate Ancestors Similar Parasites Which Inhabited The Intestinal Tract,91,1,1,1.0
Have Fully Developed,0,1,1,1.0
Have Generally Been Attributed To,0,1,1,1.0
Have Generally Been Noticed About A Fortnight Or Three Weeks Before Such,30,1,1,1.0
Have Given Better Results Than,0,1,1,1.0
Have Given Counts Midway Between Those Of,0,2,2,1.0
Have Given The Best Results Being,0,1,1,1.0
Have Given Up The Habit Under Compulsion,2,1,1,1.0
Have Gone Into Private Practice,0,1,1,1.0
Have Gone Up A Hundred Times As Many,17,1,1,1.0
Have Greater Chances Of Following The Paternal Habit,2,1,1,1.0
Have Grown And Multiplied,0,1,1,1.0
Have Had Ample Opportunities Of Learning The Practical Portion Of Their Profession,0,1,1,1.0
Have Had Insufficient To Eat,10,1,1,1.0
Have Higher Percentage Of Thick White Than,42,1,1,1.0
Have History Of,47,1,1,1.0
Have Hitherto Been Educated In,0,1,1,1.0
Have Huts Constructed According To Regulations,5,1,1,1.0
Have Ill-defined Nuclei Which Contain Many Granules,0,1,1,1.0
Have Increased Due To Longer Residence In A Malarious Climate,0,1,1,1.0
Have Inherited Predisposition,85,1,1,1.0
Have Insufficient Bedding,46,1,1,1.0
Have Irregular Edges With Branching Processes,0,1,1,1.0
Have Little Action In Collapse And Are Dangerous On Re-action,0,1,1,1.0
Have Little Or No Sense Of Caste Differences,66,1,1,1.0
Have Low Acid And Peroxide Values,0,1,1,1.0
Have Lower Mortality,9,1,1,1.0
Have Lower Percentage Of Deaths To Attacks Between Ages And Years Compared,33,1,1,1.0
Have Made Terrific Havoc Among The Civil Population,0,1,1,1.0
Have Made Their Appearance,16,1,1,1.0
Have Markings Of,10,1,1,1.0
Have Masses Of Small Cells With Processes Somewhat Like,35,1,1,1.0
Have More,27,1,1,1.0
Have More Infected Adults Than Any Other Group,0,1,1,1.0
Have More Well-defined Cytoplasm And The Neutro Phile Granules Were More Prominent,101,1,1,1.0
Have No Action Either In Inhibiting Or Preventing,42,1,1,1.0
Have Not Been Prevalent During The Year,134,1,1,1.0
Have Not Been So Active As They Might Have Been,3,1,1,1.0
Have Not Contracted,85,1,1,1.0
Have Not Occurred In Hospital,0,1,1,1.0
Have Not Only Widened My Knowledge And Experience In My Speciality But,3,1,1,1.0
Have Noted A Deleterious Effect Upon The Calcification Of Bones And Teeth,0,2,2,1.0
Have Occurrence Of,7,1,1,1.0
Have Often Been Scourged By,0,1,1,1.0
Have Organotropic Affinities,54,1,1,1.0
Have Pain In,10,1,1,1.0
Have Poor Correlation With,0,1,1,1.0
Have Private Latrine Cleaned Twice Daily By A Staff Of Sweepers Kept,5,1,1,1.0
Have Produced Good Progeny Which Are Liked By The People,0,1,1,1.0
Have Quarters,3,1,1,1.0
Have Reached Their Best,65,2,2,1.0
Have Readily Taken The Infection,7,1,1,1.0
Have Received Very Little Primary Education,25,1,1,1.0
Have Recorded Attacks Of Black-water Fever,32,1,1,1.0
Have Recourse To This Practice,2,1,1,1.0
Have Religious Prejudices Against,0,1,1,1.0
Have Remained Uniform,40,1,1,1.0
Have Roofs Made Of Cadjan,5,1,1,1.0
Have Sanctioned A Library Allowance Of Rs,36,1,1,1.0
Have Sanctioned The Acquisition Of,0,1,1,1.0
Have Satisfactorily Decreased,0,1,1,1.0
Have Seats For,11,1,1,1.0
"Have Shorter, Stouter, More Terminal Styles",0,1,1,1.0
Have Shown,0,1,1,1.0
Have Shown Promise,18,1,1,1.0
Have Sign_symptom,0,1,1,1.0
Have Something To Be Spoken For,19,1,1,1.0
Have Squatting Habits,11,1,1,1.0
Have Suffered A Good Deal At The Hands Of,66,1,1,1.0
Have Suffered Most Severely,75,1,1,1.0
Have Superior Anti-oxidative Properties To,49,1,1,1.0
Have Surface Structure,27,1,1,1.0
Have Taken A Great Liking To,18,1,1,1.0
Have Tendency To,46,1,1,1.0
Have Tendency To Eat Earth,163,1,1,1.0
Have The Effect Of Lowering,0,1,1,1.0
Have The Eyes Also Below The Lower Bar Of Lace,9,1,1,1.0
Have The Powers Of,1,1,1,1.0
Have The Same Digestibility As One Another And As That Of,49,1,1,1.0
Have Their Respective Head Quarters At,0,1,1,1.0
Have This Singularly Effectual Disguise,0,2,2,1.0
Have To Be Done In The Main Building Itself In A Room,124,2,2,1.0
Have To Be Rejected For Want Of Accommodation,9,1,1,1.0
Have To Play Their Part,0,2,2,1.0
Have To Undergo All Those Measures,72,1,1,1.0
Have Troops And Probably Heavy Consumption In The Cities,156,2,2,1.0
Have Undertaken To Find,0,1,1,1.0
Have Unfavourable Influence On,1,1,1,1.0
Have Unpaved Floors,5,1,1,1.0
Have Very Little Power In Giving Rise To Local Occurrence Of The,0,1,1,1.0
Have_worked_among_the_female_patients_with_a_devotion_and_self-denial_which_mere_thanks_are_inadequate_to_repay,144,1,1,1.0
Having A Second Attack,0,1,1,1.0
Having A Testis And An Ovary On Different Sides,0,1,1,1.0
Having A Very Good Effect,73,1,1,1.0
Having Been Appointed For The Purpose,71,1,1,1.0
Having Been Appointed To,0,1,1,1.0
Having Been Detailed For The Imperial Assemblage At Delhi,46,1,1,1.0
Having Been Fitted Thereto,0,1,1,1.0
Having Been Washed With Weak Solution Of Perchl. Of Mercury,35,1,1,1.0
Having Bluntly Rounded,0,1,1,1.0
Having Gone Out Of Order,0,1,1,1.0
Having History Of,0,1,1,1.0
Having On Board Any Such Prohibited Goods Shall Be Deemed In Quarantine,80,1,1,1.0
Having Risen Gradually From In To In,3,1,1,1.0
Having The Peculiar Pea-soup Character,3,1,1,1.0
Hay S Operation,0,33,134,0.246269
Hay S Operation,1,8,134,0.059701
Hay S Operation,3,1,134,0.007463
Hay S Operation,4,2,134,0.014925
Hay S Operation,5,1,134,0.007463
Hay S Operation,10,7,134,0.052239
Hay S Operation,12,1,134,0.007463
Hay S Operation,13,3,134,0.022388
Hay S Operation,23,9,134,0.067164
Hay S Operation,24,4,134,0.029851
Hay S Operation,26,41,134,0.30597
Hay S Operation,30,1,134,0.007463
Hay S Operation,33,3,134,0.022388
Hay S Operation,35,4,134,0.029851
Hay S Operation,40,1,134,0.007463
Hay S Operation,44,1,134,0.007463
Hay S Operation,50,3,134,0.022388
Hay S Operation,56,3,134,0.022388
Hay S Operation,70,1,134,0.007463
Hay S Operation,72,2,134,0.014925
Hay S Operation,73,1,134,0.007463
Hay S Operation,95,1,134,0.007463
Hay S Operation,97,1,134,0.007463
Hay S Operation,106,1,134,0.007463
Hay S Operation,109,1,134,0.007463
He,46,1,1,1.0
"He Had Been More Than Seven Years In The Asylum, And For",0,5,58,0.086207
"He Had Been More Than Seven Years In The Asylum, And For",3,1,58,0.017241
"He Had Been More Than Seven Years In The Asylum, And For",4,2,58,0.034483
"He Had Been More Than Seven Years In The Asylum, And For",9,5,58,0.086207
"He Had Been More Than Seven Years In The Asylum, And For",15,3,58,0.051724
"He Had Been More Than Seven Years In The Asylum, And For",18,2,58,0.034483
"He Had Been More Than Seven Years In The Asylum, And For",20,7,58,0.12069
"He Had Been More Than Seven Years In The Asylum, And For",28,1,58,0.017241
"He Had Been More Than Seven Years In The Asylum, And For",44,2,58,0.034483
"He Had Been More Than Seven Years In The Asylum, And For",68,1,58,0.017241
"He Had Been More Than Seven Years In The Asylum, And For",70,1,58,0.017241
"He Had Been More Than Seven Years In The Asylum, And For",85,1,58,0.017241
"He Had Been More Than Seven Years In The Asylum, And For",150,1,58,0.017241
"He Had Been More Than Seven Years In The Asylum, And For",153,26,58,0.448276
He Travelled Miles By Rail And Miles By Road,0,34,110,0.309091
He Travelled Miles By Rail And Miles By Road,1,2,110,0.018182
He Travelled Miles By Rail And Miles By Road,5,4,110,0.036364
He Travelled Miles By Rail And Miles By Road,10,1,110,0.009091
He Travelled Miles By Rail And Miles By Road,13,3,110,0.027273
He Travelled Miles By Rail And Miles By Road,32,1,110,0.009091
He Travelled Miles By Rail And Miles By Road,36,1,110,0.009091
He Travelled Miles By Rail And Miles By Road,43,48,110,0.436364
He Travelled Miles By Rail And Miles By Road,46,1,110,0.009091
He Travelled Miles By Rail And Miles By Road,70,2,110,0.018182
He Travelled Miles By Rail And Miles By Road,72,2,110,0.018182
He Travelled Miles By Rail And Miles By Road,78,3,110,0.027273
He Travelled Miles By Rail And Miles By Road,80,2,110,0.018182
He Travelled Miles By Rail And Miles By Road,82,1,110,0.009091
He Travelled Miles By Rail And Miles By Road,129,1,110,0.009091
He Travelled Miles By Rail And Miles By Road,139,4,110,0.036364
He Visited Delhi During The,0,1,1,1.0
Head Of,0,22,60,0.366667
Head Of,1,5,60,0.083333
Head Of,3,1,60,0.016667
Head Of,10,3,60,0.05
Head Of,12,2,60,0.033333
Head Of,14,1,60,0.016667
Head Of,24,4,60,0.066667
Head Of,34,1,60,0.016667
Head Of,39,2,60,0.033333
Head Of,59,1,60,0.016667
Head Of,62,1,60,0.016667
Head Of,74,1,60,0.016667
Head Of,75,2,60,0.033333
Head Of,89,1,60,0.016667
Head Of,90,5,60,0.083333
Head Of,135,4,60,0.066667
Head Of,173,2,60,0.033333
Head Of,187,2,60,0.033333
Head The Former List,0,1,1,1.0
Head The Latter List,0,1,1,1.0
Head The List,0,2,3,0.666667
Head The List,33,1,3,0.333333
Head The List With,3,1,1,1.0
Head The List With A Percentage Of,0,1,1,1.0
Head Works After Filtration,0,1,1,1.0
Head-quarters Of The Regiment Remained At,33,1,1,1.0
Head-quarters Were At Jacobabad,28,1,1,1.0
Headquarters Changed To,0,3,3,1.0
Headquarters Shifted To,0,3,3,1.0
Heads The List On This Occasion As Regards Purity,0,1,1,1.0
Heads The List With,3,3,3,1.0
Heads The List With A Total Of Or More Than Per Cent,15,1,1,1.0
Heads The Lists With,50,1,1,1.0
Heal,49,2,2,1.0
Healed,0,1,1,1.0
Healed Completely In,79,1,1,1.0
Healed Up,0,1,6,0.166667
Healed Up,26,1,6,0.166667
Healed Up,67,2,6,0.333333
Healed Up,178,2,6,0.333333
Healed With,18,1,3,0.333333
Healed With,49,1,3,0.333333
Healed With,67,1,3,0.333333
Healing,0,1,6,0.166667
Healing,67,4,6,0.666667
Healing,178,1,6,0.166667
Healing Rate Compared To,35,1,1,1.0
Heals,0,1,1,1.0
"Health Of The Heard Was, On The Whole, Good This Year",40,1,1,1.0
Healthy Areas Continues Simultaneously To Progress,0,1,1,1.0
Heaped Up And Overlapping Each Other,16,1,1,1.0
"Heaps Are Opened, And The Bundles Re-piled Next Day",17,1,1,1.0
Heat Of Feet Nearly Restored,10,1,1,1.0
Heated So As To Coagulate The Coagulable Proteids Destroys,23,1,1,1.0
Heated To F For Seconds And After Cooling Its Ascorbic Acid Content,0,1,1,1.0
Heath S Operative And Minor Surgery,8,1,1,1.0
Heating Does Not Destroy The Hæmolysing Power Of,23,1,1,1.0
Heavier Rate Amongst,4,1,1,1.0
Heavier Than,0,1,2,0.5
Heavier Than,137,1,2,0.5
Heaviest Incidence Was Recorded,64,1,1,1.0
Heavily Handicap,0,1,1,1.0
Heavily Infested,6,1,1,1.0
Heavily Infested With,7,2,2,1.0
Heavily Sprayed By Means Of An Electrically Operated Paint Spray Gun With,0,1,1,1.0
Heavy Death-roll Was Recorded In The Districts Of,11,4,4,1.0
Heavy Enough,17,1,1,1.0
Heavy Mortalities Were Recorded In,0,140,242,0.578512
Heavy Mortalities Were Recorded In,1,15,242,0.061983
Heavy Mortalities Were Recorded In,2,2,242,0.008264
Heavy Mortalities Were Recorded In,3,1,242,0.004132
Heavy Mortalities Were Recorded In,4,34,242,0.140496
Heavy Mortalities Were Recorded In,6,1,242,0.004132
Heavy Mortalities Were Recorded In,11,2,242,0.008264
Heavy Mortalities Were Recorded In,13,1,242,0.004132
Heavy Mortalities Were Recorded In,15,1,242,0.004132
Heavy Mortalities Were Recorded In,18,8,242,0.033058
Heavy Mortalities Were Recorded In,23,2,242,0.008264
Heavy Mortalities Were Recorded In,28,3,242,0.012397
Heavy Mortalities Were Recorded In,30,6,242,0.024793
Heavy Mortalities Were Recorded In,32,3,242,0.012397
Heavy Mortalities Were Recorded In,34,2,242,0.008264
Heavy Mortalities Were Recorded In,36,1,242,0.004132
Heavy Mortalities Were Recorded In,41,1,242,0.004132
Heavy Mortalities Were Recorded In,44,1,242,0.004132
Heavy Mortalities Were Recorded In,52,1,242,0.004132
Heavy Mortalities Were Recorded In,53,3,242,0.012397
Heavy Mortalities Were Recorded In,61,1,242,0.004132
Heavy Mortalities Were Recorded In,65,1,242,0.004132
Heavy Mortalities Were Recorded In,66,2,242,0.008264
Heavy Mortalities Were Recorded In,68,1,242,0.004132
Heavy Mortalities Were Recorded In,87,7,242,0.028926
Heavy Mortalities Were Recorded In,109,2,242,0.008264
Height,0,1,2,0.5
Height,82,1,2,0.5
Height Description,10,2,2,1.0
Height Of The Side Walls Eight Feet,5,1,1,1.0
Heightens Religious Tendencies When They Already Exist,2,1,1,1.0
Held A Roving Commission And Made Special Enquiries Into The Work Of,0,1,1,1.0
Held At,0,61,93,0.655914
Held At,1,5,93,0.053763
Held At,3,1,93,0.010753
Held At,6,1,93,0.010753
Held At,9,1,93,0.010753
Held At,11,1,93,0.010753
Held At,13,1,93,0.010753
Held At,24,1,93,0.010753
Held At,25,1,93,0.010753
Held At,28,1,93,0.010753
Held At,36,2,93,0.021505
Held At,74,1,93,0.010753
Held At,79,3,93,0.032258
Held At,98,1,93,0.010753
Held At,103,1,93,0.010753
Held At,111,2,93,0.021505
Held At,113,2,93,0.021505
Held At,118,5,93,0.053763
Held At,139,1,93,0.010753
Held At,159,1,93,0.010753
Held At An Angle Of From To Degrees From The Surface Of,123,1,1,1.0
Held At Conclusion Of Each Course,0,1,1,1.0
Held At The End Of The Course,25,1,1,1.0
Held At The Manson Institute Grounds,118,1,1,1.0
Held Before,65,3,3,1.0
Held By The Principal,0,1,2,0.5
Held By The Principal,124,1,2,0.5
Held Charge As Manager During The Year Under Report,0,1,1,1.0
Held Charge During The Year,0,1,1,1.0
Held Charge During The Year Except The Period During Which He Was,0,1,1,1.0
Held Charge During The Year Excepting The Period From 1st May To,0,1,1,1.0
Held Charge Except From January 9th To March 8th When,0,1,1,1.0
Held Charge For The Whole Of The Triennium,0,1,1,1.0
Held Charge From Nd February To The End Of The Year,78,1,1,1.0
Held Charge Of His Appointment As Principal Of,25,1,1,1.0
Held Charge Of The Central Range Throughout The Year Except For A,0,1,1,1.0
Held Charge Of The Civil Station,10,1,1,1.0
Held Charge Of The Department During The Absence On Leave Of,0,1,1,1.0
Held Charge Of The Department From The Th May To The Th,0,1,1,1.0
Held Charge Of The Hospital Throughout The Year,0,1,1,1.0
Held Charge Of The Office By,3,1,1,1.0
Held Charge Of The Office Of,0,6,6,1.0
Held Charge Of The Office Of Principal Throughout The Year,0,1,1,1.0
Held Charge Of The Office Of The Principal,0,4,4,1.0
Held Charge Throughout The Year,0,6,8,0.75
Held Charge Throughout The Year,3,1,8,0.125
Held Charge Throughout The Year,78,1,8,0.125
Held Charge Throughout The Year And Has Now Proceeded On Leave Preparatory,0,1,1,1.0
Held Charge Throughout The Year Except For Two Months When He Was,0,1,1,1.0
Held Charge Till 6th February When He Proceeded On Months Privilege Leave,0,1,1,1.0
Held Charge With The Exception Of A Fortnight When He Was On,0,1,1,1.0
Held Demonstration,0,1,1,1.0
Held Entirely Responsible For The Care And Treatment Of The Patients In,3,1,1,1.0
Held Every Fortnight During The Year,17,1,1,1.0
Held In Connexion With,0,1,1,1.0
Held In Disrepute By The Public,2,1,1,1.0
Held In Favour,14,1,1,1.0
Held In High Esteem,25,1,1,1.0
Held Medical Charge Of The Battery From 1st January To 4th October,152,1,1,1.0
Held Next Year At Sonepur,0,1,1,1.0
Held Periodical Examinations At The Station Hospital For Part Of The Year,12,1,1,1.0
Held Periodically At Some Shvine,2,1,1,1.0
Held Stipends From Various Sources,25,10,10,1.0
Held That During The Latter Period,0,1,1,1.0
Held The Appointment Of,0,2,2,1.0
Held The Office Of,78,1,1,1.0
Held The Post Of,0,8,8,1.0
Held The Post Of Lecturer In Parasitology,0,1,1,1.0
Held The Posts Of,0,1,1,1.0
Held Two Posts,11,1,1,1.0
Held Under Remand For Brief Periods Of Observation,0,1,1,1.0
"Help Given In Collection Of Surra-infected Ponies, And Sanctioning Of Two Grass",0,1,1,1.0
Help In Breaking The Emulsion,0,1,1,1.0
Help To Swell The Mischief,0,1,1,1.0
Helped In An Hour Of Great Need And In A Work Of,1,1,1,1.0
Helped In The Arrangements Made By,43,1,1,1.0
Helped To Pass Away Time In-doors,5,1,1,1.0
Helping To Free From Parasites,0,1,1,1.0
Helps Concentration Of The Mind For Jog (meditation,2,1,1,1.0
Helps Digestion And Acts As Laxative In Health,2,1,1,1.0
Helps In Bone Calcification ; Rickets Denote A Deficiency Of This Vitamin,0,1,1,1.0
Helps Patients In Tiding Over A Critical Period Of Illness,160,1,1,1.0
Helps Protect Animals Against Fluorine Intoxication,100,2,2,1.0
Helps To Overcome These Difficulties,0,1,1,1.0
Helps To Oxidize,0,1,1,1.0
Hemmed In By The Hills On Three Sides,1,1,1,1.0
Herded Together In One Institution With The Intention Of Effecting A Return,0,1,1,1.0
Heredity,0,2,58,0.034483
Heredity,6,1,58,0.017241
Heredity,7,1,58,0.017241
Heredity,14,4,58,0.068966
Heredity,15,1,58,0.017241
Heredity,18,1,58,0.017241
Heredity,27,6,58,0.103448
Heredity,29,5,58,0.086207
Heredity,39,15,58,0.258621
Heredity,45,2,58,0.034483
Heredity,53,3,58,0.051724
Heredity,56,5,58,0.086207
Heredity,60,1,58,0.017241
Heredity,66,2,58,0.034483
Heredity,85,4,58,0.068966
Heredity,101,1,58,0.017241
Heredity,109,2,58,0.034483
Heredity,166,2,58,0.034483
Hesitated Before Finally Deciding To Enforce A Medical Inspection Of Arrivals By,1,1,1,1.0
Heterocœca In The,76,1,1,1.0
Heterologous Ocular Transplantation As A Practical Test For,0,41,188,0.218085
Heterologous Ocular Transplantation As A Practical Test For,1,2,188,0.010638
Heterologous Ocular Transplantation As A Practical Test For,2,2,188,0.010638
Heterologous Ocular Transplantation As A Practical Test For,3,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,6,6,188,0.031915
Heterologous Ocular Transplantation As A Practical Test For,7,2,188,0.010638
Heterologous Ocular Transplantation As A Practical Test For,14,2,188,0.010638
Heterologous Ocular Transplantation As A Practical Test For,16,3,188,0.015957
Heterologous Ocular Transplantation As A Practical Test For,23,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,26,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,27,2,188,0.010638
Heterologous Ocular Transplantation As A Practical Test For,38,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,42,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,45,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,49,2,188,0.010638
Heterologous Ocular Transplantation As A Practical Test For,52,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,83,115,188,0.611702
Heterologous Ocular Transplantation As A Practical Test For,84,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,89,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,124,1,188,0.005319
Heterologous Ocular Transplantation As A Practical Test For,175,1,188,0.005319
Hide Their Children From The Vaccinators,0,1,1,1.0
Hides In,91,1,1,1.0
High Fever ; Partial Loss Of Appetite; Soft Faeces,0,1,1,1.0
High In Carbohydrates Favours The Growth And Multiplication Of Certain Intestinal Protozoa,0,1,1,1.0
High Incidence Of,97,1,1,1.0
High Rate Of Feed And Keep In,0,1,1,1.0
High Ratio Obtained In Frontier District,32,1,1,1.0
High Standard And Reputation As Prime Foal-getters,0,3,3,1.0
"High Temperature May Be Absent, Or Slight Rises Only Above The Normal",31,1,1,1.0
Higher Cost Of Superintendence,0,1,1,1.0
Higher From To P. M,41,1,1,1.0
Higher In Both Ammonia And Nitrate Contents But The Differences Were Small,0,1,1,1.0
Higher Than In,116,1,1,1.0
Higher Than Usual In Consequence Of The Exportation To Famine Districts,65,1,1,1.0
Highest Content In Coarser Stem,17,1,1,1.0
Highest During,32,1,1,1.0
Highest In Nowgong,0,1,1,1.0
Highest In Softer Stem,17,1,1,1.0
Highest Percentage Inspected By Rural Staff In,121,1,1,1.0
Highest Records Of Dams And Highest Records Of The Daughters,0,1,1,1.0
Highest With Lowest Relative Humidity During,41,1,1,1.0
Highly Correlated To,27,1,1,1.0
Highly Ropy And Ultimately Of Pale Ochreous Tint,0,1,1,1.0
